time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-17T23:02:32.774Z,-3.2468,139.8705,35,5,mb,,48,7.582,0.65,us,us70003mv5,2019-05-18T03:35:34.310Z,"104km SW of Abepura, Indonesia",earthquake,4.2,1.9,0.064,78,reviewed,us,us
2019-05-17T22:37:47.955Z,-4.5797,153.0044,21.9,6,mww,,19,0.922,0.65,us,us70003mus,2019-05-19T16:36:21.040Z,"12km SSW of Taron, Papua New Guinea",earthquake,6.7,3.3,0.071,19,reviewed,us,us
2019-05-17T22:24:52.486Z,45.2046,124.6114,16.53,4.8,mb,,30,5.354,0.77,us,us70003mum,2019-05-20T05:23:14.512Z,"16km W of Fuyu, China",earthquake,8.2,4.2,0.039,205,reviewed,us,us
2019-05-17T22:07:13.940Z,19.0411,-68.1371,80,2.78,md,4,218,1.4582,0.01,pr,pr2019137009,2019-05-18T03:03:52.040Z,"65km NNE of Punta Cana, Dominican Republic",earthquake,2.69,2.94,0.24,2,reviewed,pr,pr
2019-05-17T21:08:56.710Z,19.3038333,-155.2145,6.6,2.45,ml,58,102,0.02444,0.11,hv,hv70957291,2019-05-17T23:26:08.330Z,"14km S of Volcano, Hawaii",earthquake,0.26,0.4,0.205,38,reviewed,hv,hv
2019-05-17T20:57:25.957Z,69.0746,-146.4526,0.1,2.9,ml,,,,0.91,ak,ak0196awvhjg,2019-05-18T15:13:18.040Z,"105km NNW of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-17T20:33:14.931Z,36.6676,-97.6958,5,4.4,mwr,,16,0.225,1.21,us,usd000a245,2019-05-21T03:39:04.666Z,"15km SSE of Medford, Oklahoma",earthquake,3.9,1.9,0.035,77,reviewed,us,us
2019-05-17T20:21:21.070Z,37.33,-115.1558,3.4,2.5,ml,6,201.71,0.098,0.11,nn,nn00685156,2019-05-17T20:25:10.151Z,"3km S of Alamo, Nevada",earthquake,,11.6,,,automatic,nn,nn
2019-05-17T19:49:39.095Z,39.6404,75.7201,52.84,4.3,mb,,69,1.79,0.84,us,us70003mpy,2019-05-18T16:38:30.040Z,"30km NW of Kashi, China",earthquake,7.3,9.4,0.116,21,reviewed,us,us
2019-05-17T19:19:19.961Z,61.5447,-140.6477,5,2.7,ml,,41,0.671,0.69,us,us70003mph,2019-05-18T15:59:36.040Z,"190km WNW of Haines Junction, Canada",earthquake,1,2,0.031,136,reviewed,us,us
2019-05-17T19:05:20.240Z,7.8097,94.2357,10,5.1,mb,,89,3.719,1.07,us,usd000a22m,2019-05-17T19:25:09.040Z,"102km E of Mohean, India",earthquake,7.1,1.9,0.064,80,reviewed,us,us
2019-05-17T18:36:57.920Z,19.0758,-68.188,94,3.69,md,22,187,0.9901,1.14,pr,pr2019137008,2019-05-18T15:56:28.040Z,"63km NNE of Punta Cana, Dominican Republic",earthquake,7.22,7.11,0.39,20,reviewed,pr,pr
2019-05-17T17:08:01.177Z,40.653,-127.2064,12.21,3.3,ml,,255,2.192,0.65,us,us70003mn1,2019-05-18T15:22:40.092Z,"249km W of Ferndale, California",earthquake,10.4,9.8,0.047,60,reviewed,us,us
2019-05-17T17:02:34.367Z,7.5673,94.4016,10,4.3,mb,,142,3.434,0.77,us,usd000a21l,2019-05-17T18:07:50.040Z,"127km ESE of Mohean, India",earthquake,8.3,1.9,0.101,28,reviewed,us,us
2019-05-17T17:02:32.070Z,18.5545,-70.5922,10,3.9,ml,,87,0.274,1.49,us,us70003n6s,2019-05-19T07:12:40.062Z,"9km W of San Jose de Ocoa, Dominican Republic",earthquake,1.7,2,0.074,24,reviewed,us,us
2019-05-17T15:35:57.413Z,55.9593,-158.0603,60,2.5,ml,,,,0.64,ak,ak0196atro7t,2019-05-17T15:41:23.977Z,"54km SE of Chignik Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2019-05-17T15:18:18.017Z,2.708,128.7106,211.98,4.6,mb,,141,2.345,1.12,us,us70003mk2,2019-05-17T18:01:23.040Z,"133km NE of Tobelo, Indonesia",earthquake,11.2,9.3,0.102,29,reviewed,us,us
2019-05-17T14:49:57.353Z,62.8768,-150.8197,92.4,3,ml,,,,0.7,ak,ak0196at98l0,2019-05-17T15:03:44.418Z,"71km NNW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-17T14:16:23.283Z,-19.8379,-70.2925,81.73,5,mww,,174,0.604,1.15,us,us70003mi2,2019-05-17T16:26:39.552Z,"45km NNW of Iquique, Chile",earthquake,5.9,8.6,0.073,18,reviewed,us,us
2019-05-17T14:00:40.445Z,27.9437,139.8477,450.04,4.5,mb,,70,2.24,0.66,us,us70003mhw,2019-05-17T14:14:24.040Z,"252km WNW of Chichi-shima, Japan",earthquake,9.9,8.8,0.054,99,reviewed,us,us
2019-05-17T11:45:56.820Z,18.3585,-66.0948,99,2.67,md,5,266,0.3481,0.09,pr,pr2019137006,2019-05-17T15:05:14.800Z,"1km E of Guaynabo, Puerto Rico",earthquake,1.86,0.74,0.29,5,reviewed,pr,pr
2019-05-17T10:51:31.850Z,18.9271,-65.0708,41,2.49,md,5,331,1.1053,0.26,pr,pr2019137005,2019-05-17T12:47:53.156Z,"66km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.41,10.48,0.1,5,reviewed,pr,pr
2019-05-17T09:09:30.785Z,-20.5289,-175.7885,162.45,4.5,mb,,96,5.704,1.27,us,us70003mgt,2019-05-17T10:10:54.040Z,"90km NW of Nuku`alofa, Tonga",earthquake,10.2,8.3,0.071,58,reviewed,us,us
2019-05-17T08:26:22.886Z,-31.6942,-69.6277,115.46,4.3,mb,,100,0.818,0.77,us,us70003mg8,2019-05-18T04:37:29.040Z,"45km SSW of Calingasta, Argentina",earthquake,5.6,8.3,0.2,7,reviewed,us,us
2019-05-17T08:23:37.084Z,27.9226,84.6955,10,4.7,mb,,174,1.872,1.06,us,us70003mg6,2019-05-17T13:12:49.249Z,"37km NE of Bharatpur, Nepal",earthquake,9.6,1.9,0.093,35,reviewed,us,us
2019-05-17T08:21:05.480Z,19.0043,-68.2433,13,2.49,md,5,211,1.4235,0.24,pr,pr2019137004,2019-05-17T12:47:44.268Z,"49km NNE of Punta Cana, Dominican Republic",earthquake,1.62,2.34,0.06,5,reviewed,pr,pr
2019-05-17T07:14:46.743Z,62.2597,-151.3765,86.9,2.5,ml,,,,0.53,ak,ak0196aovohx,2019-05-18T04:34:48.040Z,"66km W of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-17T06:39:12.825Z,11.3614,-86.8801,48.06,4,mb,,202,0.956,0.76,us,us70003mfj,2019-05-18T04:46:34.040Z,"61km SW of Masachapa, Nicaragua",earthquake,6.8,6.2,0.144,13,reviewed,us,us
2019-05-17T05:51:18.970Z,18.1948,-65.5445,1,2.61,md,12,324,0.3089,0.53,pr,pr2019137003,2019-05-17T07:11:51.724Z,"11km WNW of Vieques, Puerto Rico",earthquake,3.23,2.37,0.29,12,reviewed,pr,pr
2019-05-17T05:27:28.116Z,-35.0644,-74.0443,10,5.2,mww,,110,1.817,1.11,us,us70003mev,2019-05-20T11:43:10.642Z,"151km W of Constitucion, Chile",earthquake,5.2,1.9,0.056,31,reviewed,us,us
2019-05-17T05:11:03.890Z,56.7906,-155.6252,21.7,2.6,ml,,,,0.83,ak,ak0196ano2v8,2019-05-17T06:09:28.040Z,"107km N of Chirikof Island, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-05-17T04:42:15.291Z,69.0653,-146.4667,3.6,3.1,ml,,,,0.91,ak,ak0196an9b8m,2019-05-17T04:55:05.553Z,"111km NNW of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-17T03:40:18.682Z,58.3147,-138.0035,7.5,2.5,ml,,,,0.89,ak,ak0196amnhha,2019-05-17T21:36:29.040Z,"133km W of Gustavus, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-17T03:22:33.880Z,18.9206,-67.3798,8,2.54,md,4,317,0.5267,0.31,pr,pr2019137002,2019-05-17T07:11:39.580Z,"55km NNW of San Antonio, Puerto Rico",earthquake,2.31,1.48,0.19,4,reviewed,pr,pr
2019-05-17T03:16:07.086Z,57.2483,-142.7317,10,2.5,ml,,245,2.828,0.88,us,us70003mmz,2019-05-17T21:35:02.040Z,"Gulf of Alaska",earthquake,6.9,2,0.062,34,reviewed,us,us
2019-05-17T01:46:43.131Z,48.0949,155.0281,35,4.4,mb,,176,5.299,0.6,us,us70003mdh,2019-05-17T03:33:17.040Z,"298km SSW of Severo-Kuril'sk, Russia",earthquake,6,2,0.12,20,reviewed,us,us
2019-05-17T01:09:08.448Z,-36.9256,-71.9801,84.93,4.4,mb,,94,0.625,0.73,us,us70003md9,2019-05-17T05:09:34.040Z,"34km SE of Bulnes, Chile",earthquake,4.6,7.6,0.22,6,reviewed,us,us
2019-05-17T00:59:41.660Z,18.2911,-68.3513,114,2.86,md,8,193,1.2739,0.27,pr,pr2019137000,2019-05-18T03:10:12.040Z,"66km S of Boca de Yuma, Dominican Republic",earthquake,4.22,2.22,0.27,8,reviewed,pr,pr
2019-05-17T00:54:11.889Z,21.5061,143.2165,297.18,4.3,mb,,74,5.643,0.61,us,us70003md7,2019-05-17T03:32:06.040Z,"205km WNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,5.8,6.1,0.035,230,reviewed,us,us
2019-05-17T00:52:44.293Z,37.3168,-114.861,0,2.5,ml,20,76.88,0.695,0.1961,nn,nn00685073,2019-05-17T07:27:44.920Z,"27km E of Alamo, Nevada",earthquake,,0,0.63,6,reviewed,nn,nn
2019-05-17T00:38:08.309Z,35.9821,-96.7975,5,2.5,mb_lg,,55,0.168,0.26,us,us70003mcs,2019-05-17T22:22:14.646Z,"2km W of Cushing, Oklahoma",earthquake,0.8,1.7,0.085,36,reviewed,us,us
2019-05-17T00:26:36.512Z,61.6411,-149.705,35.1,3.5,ml,,,,0.79,ak,ak0196aks6zz,2019-05-18T00:28:26.820Z,"5km WNW of Meadow Lakes, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-17T00:26:31.240Z,44.6031,-114.305,5,2.8,ml,,80,0.705,1.03,us,us70003md3,2019-05-17T21:07:37.040Z,"12km NNW of Challis, Idaho",earthquake,2.1,1.9,0.091,44,reviewed,us,us
2019-05-17T00:18:57.738Z,52.8155,160.4005,35,4.4,mb,,160,1.66,0.67,us,us70003mcg,2019-05-17T03:22:34.040Z,"120km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake,6.3,2,0.059,84,reviewed,us,us
2019-05-17T00:14:48.865Z,-21.9571,-68.7122,111.86,4.2,mb,,51,0.517,0.67,us,us70003mce,2019-05-17T03:19:56.040Z,"60km NNE of Calama, Chile",earthquake,5.8,6.2,0.199,7,reviewed,us,us
2019-05-16T23:50:13.099Z,35.9905,-96.808,5,2.7,mb_lg,,52,0.179,0.44,us,us70003mc4,2019-05-17T22:00:51.923Z,"3km W of Cushing, Oklahoma",earthquake,1,1,0.074,48,reviewed,us,us
2019-05-16T23:49:57.519Z,35.9769,-96.809,5,2.5,mb_lg,,53,0.174,0.31,us,us70003mc3,2019-05-17T20:57:50.969Z,"3km WSW of Cushing, Oklahoma",earthquake,1.5,2,0.092,31,reviewed,us,us
2019-05-16T23:49:27.865Z,-14.3884,-70.9499,32.05,4.4,mwr,,141,3.311,0.74,us,us70003mc5,2019-05-17T04:15:18.918Z,"17km SE of Mosoc Cancha, Peru",earthquake,8,6.2,0.093,11,reviewed,us,us
2019-05-16T22:53:43.514Z,35.984,-96.8001,5,3.4,mb_lg,,54,0.17,0.25,us,us70003mbj,2019-05-17T21:15:20.442Z,"2km W of Cushing, Oklahoma",earthquake,0.8,1.6,0.048,113,reviewed,us,us
2019-05-16T22:52:43.938Z,-4.5883,-105.7309,10,5.8,mww,,72,15.909,0.75,us,us70003mbq,2019-05-17T22:54:21.538Z,"Central East Pacific Rise",earthquake,12.3,1.8,0.043,53,reviewed,us,us
2019-05-16T22:30:55.318Z,12.0142,-89.0699,10,4.8,mb,,98,2.113,0.75,us,us70003mbd,2019-05-17T03:16:06.040Z,"151km SSW of Puerto El Triunfo, El Salvador",earthquake,7.5,1.9,0.032,304,reviewed,us,us
2019-05-16T19:12:04.070Z,33.7793333,-117.7345,13.73,2.59,ml,108,23,0.0481,0.2,ci,ci38596992,2019-05-17T16:00:43.415Z,"6km ENE of North Tustin, CA",earthquake,0.15,0.26,0.138,25,reviewed,ci,ci
2019-05-16T18:19:47.234Z,35.0942,-96.3073,15.4,3.3,mb_lg,,146,0.29,0.31,us,us70003m5w,2019-05-17T21:48:02.735Z,"8km E of Holdenville, Oklahoma",earthquake,2.4,7.3,0.05,106,reviewed,us,us
2019-05-16T17:55:59.330Z,44.6648333,-112.0453333,3.51,2.64,ml,37,76,0.259,0.21,mb,mb80344209,2019-05-16T18:21:17.402Z,"43km E of Lima, Montana",earthquake,0.38,3.13,0.19,17,reviewed,mb,mb
2019-05-16T17:08:54.340Z,18.8133,-65.3016,49,2.48,md,4,333,0.866,0.14,pr,pr2019136015,2019-05-16T18:16:58.180Z,"56km N of Culebra, Puerto Rico",earthquake,3.04,6.86,0.35,4,reviewed,pr,pr
2019-05-16T17:02:34.210Z,19.0088,-65.3113,41,2.9,md,10,325,1.0198,0.25,pr,pr2019136014,2019-05-16T18:16:44.875Z,"78km N of Culebra, Puerto Rico",earthquake,2.14,8.82,0.45,8,reviewed,pr,pr
2019-05-16T16:22:16.555Z,12.6241,-87.8557,62.02,5.9,mww,,42,1.533,1.19,us,us70003m2q,2019-05-17T17:47:59.508Z,"45km WSW of Jiquilillo, Nicaragua",earthquake,7.7,3.2,0.039,63,reviewed,us,us
2019-05-16T15:56:49.180Z,44.594,-114.3113,5,2.6,ml,,57,0.706,0.94,us,us70003m2r,2019-05-17T16:45:54.040Z,"11km NNW of Challis, Idaho",earthquake,3,1.9,0.059,38,reviewed,us,us
2019-05-16T15:53:12.404Z,44.5898,-114.3113,5,3,ml,,41,0.704,0.94,us,us70003m2f,2019-05-17T16:29:15.040Z,"11km NNW of Challis, Idaho",earthquake,2.8,1.9,0.041,78,reviewed,us,us
2019-05-16T15:18:05.377Z,-3.1526,130.424,13.65,4.5,mb,,84,4.876,0.62,us,us70003m2a,2019-05-17T16:05:15.040Z,"168km E of Amahai, Indonesia",earthquake,9.8,4.6,0.091,38,reviewed,us,us
2019-05-16T14:39:03.033Z,-8.6904,112.535,83.79,4.7,mb,,58,1.614,0.65,us,usd000a1ka,2019-05-18T09:22:32.662Z,"37km S of Gombangan, Indonesia",earthquake,5.5,8.2,0.118,22,reviewed,us,us
2019-05-16T14:32:49.376Z,-17.8136,-70.1711,114.14,5.1,mww,,136,0.577,1.16,us,usd000a1k6,2019-05-16T17:19:53.837Z,"22km NNE of Tacna, Peru",earthquake,7.7,3.8,0.071,19,reviewed,us,us
2019-05-16T14:26:32.120Z,19.734,-65.2031,101,3.35,md,10,304,1.7179,0.33,pr,pr2019136012,2019-05-16T16:04:52.219Z,"156km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.67,9.9,0.3,10,reviewed,pr,pr
2019-05-16T13:14:30.710Z,19.0016,-65.367,54,3,md,4,329,1.1817,0.12,pr,pr2019136013,2019-05-16T16:08:15.371Z,"77km N of Culebra, Puerto Rico",earthquake,2.99,8.66,0.26,3,reviewed,pr,pr
2019-05-16T13:07:44.570Z,18.9946,-65.378,59,3.14,md,11,314,0.9739,0.36,pr,pr2019136010,2019-05-16T15:28:21.745Z,"76km N of Culebra, Puerto Rico",earthquake,3.27,7.36,0.43,7,reviewed,pr,pr
2019-05-16T12:46:29.020Z,19.0211,-65.4215,45,2.9,md,14,312,0.9723,0.4,pr,pr2019136009,2019-05-16T13:31:46.380Z,"78km NNE of Luquillo, Puerto Rico",earthquake,3.14,11.1,0.39,12,reviewed,pr,pr
2019-05-16T12:24:31.200Z,33.994,-116.9155,6.77,2.52,ml,105,27,0.04606,0.16,ci,ci38596552,2019-05-16T22:43:46.988Z,"8km NNW of Banning, CA",earthquake,0.09,0.31,0.153,132,reviewed,ci,ci
2019-05-16T12:09:47.998Z,-5.17,152.864,35,4.9,mb,,121,7.05,0.71,us,us70003m0r,2019-05-16T12:56:20.040Z,"79km SSW of Taron, Papua New Guinea",earthquake,10.7,1.8,0.05,132,reviewed,us,us
2019-05-16T10:17:17.197Z,-4.3151,152.8639,35,5,mb,,100,0.709,0.59,us,usd000a1im,2019-05-16T10:34:13.040Z,"25km NW of Taron, Papua New Guinea",earthquake,5.1,2,0.103,30,reviewed,us,us
2019-05-16T10:12:53.930Z,35.6908333,-84.3668333,20.63,2.58,md,27,51,0.1393,0.14,se,se60271691,2019-05-17T10:31:45.488Z,"5km SSW of Loudon, Tennessee",earthquake,0.26,0.49,0.159,23,reviewed,se,se
2019-05-16T07:50:13.540Z,18.9998,-66.3858,49,2.82,md,14,276,0.5421,0.37,pr,pr2019136004,2019-05-16T08:03:39.550Z,"59km N of Brenas, Puerto Rico",earthquake,1.8,4.04,0.34,13,reviewed,pr,pr
2019-05-16T07:43:41.570Z,-23.788,-66.8129,221.9,4.4,mb,,53,1.505,0.87,us,usd000a1i1,2019-05-16T08:18:03.040Z,"69km NW of San Antonio de los Cobres, Argentina",earthquake,5.8,8.4,0.139,15,reviewed,us,us
2019-05-16T07:36:44.670Z,18.7295,-64.3466,10,2.79,md,11,215,1.4418,0.28,pr,pr2019136007,2019-05-17T05:01:56.040Z,"40km NE of Road Town, British Virgin Islands",earthquake,3.66,2.43,0.2,9,reviewed,pr,pr
2019-05-16T07:11:00.950Z,15.5418,-93.4459,79.75,4.4,mb,,137,1.458,0.66,us,usd000a1hz,2019-05-16T21:26:49.830Z,"29km SW of Pijijiapan, Mexico",earthquake,4.3,11.2,0.103,27,reviewed,us,us
2019-05-16T06:51:59.935Z,7.4162,94.3029,10,4.9,mb,,143,3.41,0.91,us,usd000a1hw,2019-05-16T07:14:06.040Z,"124km ESE of Mohean, India",earthquake,8.9,1.9,0.089,40,reviewed,us,us
2019-05-16T05:48:26.940Z,19.815,-65.0856,53,2.81,md,10,328,1.8066,0.33,pr,pr2019136006,2019-05-16T09:15:21.467Z,"162km NNW of Road Town, British Virgin Islands",earthquake,4,20.29,0.19,8,reviewed,pr,pr
2019-05-16T05:46:39.190Z,19.3316667,-155.1366667,5.92,2.58,ml,52,117,0.04612,0.11,hv,hv70954961,2019-05-16T23:24:50.540Z,"15km SE of Volcano, Hawaii",earthquake,0.3,0.46,0.168,41,reviewed,hv,hv
2019-05-16T05:19:46.640Z,18.8128,-68.7088,142,2.89,md,10,158,0.6763,0.29,pr,pr2019136005,2019-05-16T09:15:02.670Z,"18km NNW of Otra Banda, Dominican Republic",earthquake,4.01,1.78,0.43,10,reviewed,pr,pr
2019-05-16T04:18:18.640Z,19.8968,-65.147,40,3.19,md,19,298,1.8435,0.33,pr,pr2019136001,2019-05-16T12:20:52.490Z,"147km NNE of Vieques, Puerto Rico",earthquake,2.53,22.39,0.32,18,reviewed,pr,pr
2019-05-16T04:16:27.883Z,61.4552,-150.0412,22.1,2.7,ml,,,,0.82,ak,ak01968zkf86,2019-05-17T02:02:31.563Z,"8km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-16T04:04:56.283Z,-2.3711,-76.9019,137.41,4.8,mb,,86,3.018,1.04,us,us70003lz2,2019-05-16T15:04:48.010Z,"135km E of Macas, Ecuador",earthquake,8.7,6.9,0.036,243,reviewed,us,us
2019-05-16T01:47:49.356Z,14.0715,-92.684,35,4.2,mb,,147,1.059,1.13,us,us70003lyh,2019-05-16T02:31:41.040Z,"71km SW of Ocos, Guatemala",earthquake,9.3,2,0.063,70,reviewed,us,us
2019-05-16T01:34:09.989Z,-34.499,-71.9832,10,4.4,mb,,128,0.75,0.74,us,us70003ly9,2019-05-16T02:13:29.040Z,"58km WNW of Santa Cruz, Chile",earthquake,2.1,1.9,0.162,11,reviewed,us,us
2019-05-16T01:23:59.424Z,-5.2257,152.6189,25.33,5.7,mww,,57,1.123,0.88,us,us70003ly5,2019-05-17T01:25:43.987Z,"95km SSW of Taron, Papua New Guinea",earthquake,6.8,4.5,0.063,24,reviewed,us,us
2019-05-16T01:14:01.240Z,13.1226,-89.5151,58.52,4.3,mb,,158,1.277,1.08,us,us70003lye,2019-05-17T17:46:51.578Z,"45km SSW of La Libertad, El Salvador",earthquake,7.2,8.7,0.075,50,reviewed,us,us
2019-05-16T01:07:15.155Z,4.907,125.3498,179.54,4.3,mb,,108,2.16,0.82,us,us70003lxx,2019-05-16T01:28:55.040Z,"56km SSW of Sarangani, Philippines",earthquake,9.4,3.2,0.098,30,reviewed,us,us
2019-05-16T00:32:14.046Z,-31.4553,-69.2323,109.26,5.1,mww,,60,0.476,0.82,us,us70003lxa,2019-05-16T16:08:54.040Z,"21km SE of Calingasta, Argentina",earthquake,6.6,4.6,0.071,19,reviewed,us,us
2019-05-16T00:02:39.615Z,-21.4764,-68.2596,100.12,4.5,mb,,129,5.162,0.93,us,us70003lx4,2019-05-16T00:23:47.040Z,"129km NNE of Calama, Chile",earthquake,10,8,0.103,28,reviewed,us,us
2019-05-15T22:44:54.640Z,19.0918331,-155.4043274,38.08,2.7,md,11,215,0.08358,0.11,hv,hv70954486,2019-05-15T22:47:55.950Z,"14km SSE of Pahala, Hawaii",earthquake,2.66,2.5,0.41,5,automatic,hv,hv
2019-05-15T22:44:31.670Z,19.064167,-155.4100037,38.32,2.49,ml,45,230,0.1033,0.22,hv,hv70954481,2019-05-17T03:10:48.040Z,"17km SSE of Pahala, Hawaii",earthquake,0.76,1.2,2.79,20,automatic,hv,hv
2019-05-15T22:26:05.600Z,37.6753,21.1642,24.69,4.1,mb,,138,0.782,0.69,us,us70003lvi,2019-05-16T00:31:27.040Z,"18km SW of Kardamas, Greece",earthquake,3.7,9.5,0.213,6,reviewed,us,us
2019-05-15T21:50:49.611Z,38.6475,-118.5512,6.1,2.7,ml,18,57.78,0.03,0.176,nn,nn00684946,2019-05-16T16:32:50.926Z,"15km NNE of Hawthorne, Nevada",earthquake,,1,0.2,8,reviewed,nn,nn
2019-05-15T20:33:37.450Z,28.1554,103.6621,37.67,4.8,mb,,30,7.776,0.64,us,usd0009i8f,2019-05-15T22:12:55.798Z,"9km ESE of Xiluodu, China",earthquake,7.3,6.3,0.054,107,reviewed,us,us
2019-05-15T19:31:44.150Z,57.4398,120.6751,14.74,4.7,mb,,41,6.471,0.79,us,usd0009i8e,2019-05-15T20:03:20.040Z,"157km ENE of Chara, Russia",earthquake,8.6,4.2,0.045,148,reviewed,us,us
2019-05-15T17:44:29.810Z,18.7818,-65.1428,36,2.66,md,7,332,0.9527,0.25,pr,pr2019135008,2019-05-15T21:03:16.334Z,"53km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.45,12.71,0.31,4,reviewed,pr,pr
2019-05-15T17:29:44.790Z,36.864,-97.4475,3.66,2.6,mb_lg,,69,0.15,0.28,us,usd0009i86,2019-05-17T21:01:50.828Z,"16km WNW of Blackwell, Oklahoma",earthquake,1.2,3.1,0.066,60,reviewed,us,us
2019-05-15T16:53:46.198Z,32.8032,32.6321,10,4.8,mb,,49,2.229,0.87,us,us70003lna,2019-05-17T20:23:46.413Z,"161km NNE of `Izbat al Burj, Egypt",earthquake,7,1.8,0.039,209,reviewed,us,us
2019-05-15T16:18:14.060Z,19.4775,-155.5891667,-0.55,2.84,ml,14,106,0.01067,0.12,hv,hv70953986,2019-05-15T22:39:19.040Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake,0.42,0.29,0.204,42,reviewed,hv,hv
2019-05-15T16:11:04.738Z,66.2697,-157.3973,5.7,2.5,ml,,,,0.52,ak,ak01967j55hs,2019-05-15T22:29:13.040Z,"74km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-15T15:03:44.220Z,-2.9152,126.9287,10,4.5,mb,,62,3.688,0.74,us,us70003ljx,2019-05-15T22:16:46.040Z,"42km NNW of Namlea, Indonesia",earthquake,8.2,1.9,0.118,21,reviewed,us,us
2019-05-15T14:49:34.903Z,19.6251,-108.9998,10,4.6,mb,,189,4.135,1.3,us,usd000a19r,2019-05-15T21:40:15.040Z,"228km ENE of Socorro Island, Mexico",earthquake,7.6,1.6,0.033,279,reviewed,us,us
2019-05-15T14:09:00.567Z,-28.5516,-176.7205,35,5.3,mb,,70,11.78,0.96,us,us70003lj3,2019-05-15T15:48:01.040Z,"139km NE of Raoul Island, New Zealand",earthquake,11.3,1.9,0.033,304,reviewed,us,us
2019-05-15T13:28:22.170Z,4.1512,126.6475,32.53,4.6,mb,,112,3.088,0.6,us,us70003lin,2019-05-17T05:26:55.040Z,"190km SE of Sarangani, Philippines",earthquake,8.2,5.7,0.069,62,reviewed,us,us
2019-05-15T12:27:20.030Z,19.3448,-65.5931,45,2.67,md,3,347,1.5309,0.09,pr,pr2019135006,2019-05-15T17:14:48.946Z,"104km NNE of Vieques, Puerto Rico",earthquake,2.88,7.9,0.39,2,reviewed,pr,pr
2019-05-15T12:11:00.508Z,12.1559,46.1801,10,5.1,mb,,31,3.322,0.68,us,us70003lhd,2019-05-15T16:13:53.040Z,"138km SE of Zinjibar, Yemen",earthquake,6.4,1.9,0.064,79,reviewed,us,us
2019-05-15T10:54:43.074Z,37.8445,21.2357,10,4.6,mb,,80,0.861,0.9,us,us70003lge,2019-05-15T12:13:45.040Z,"1km WSW of Gastouni, Greece",earthquake,5.4,1.9,0.05,117,reviewed,us,us
2019-05-15T08:54:39.948Z,25.6984,125.6949,101.82,4.6,mb,,83,2.576,1.08,us,us70003lf8,2019-05-15T12:07:24.040Z,"107km NNE of Hirara, Japan",earthquake,5.2,9.6,0.05,118,reviewed,us,us
2019-05-15T08:40:52.510Z,19.176,-65.0861,86,2.73,md,3,340,1.2848,0.23,pr,pr2019135005,2019-05-15T11:37:13.738Z,"93km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,7.05,13.61,0.36,3,reviewed,pr,pr
2019-05-15T08:32:05.002Z,32.2975,137.5062,423.45,4.2,mb,,74,2.109,0.71,us,us70003let,2019-05-15T12:12:30.040Z,"213km SE of Shingu, Japan",earthquake,11.1,13.6,0.124,18,reviewed,us,us
2019-05-15T08:16:45.856Z,64.9395,-162.3699,0,2.6,ml,,,,0.83,ak,ak01967eeuin,2019-05-20T06:19:39.040Z,"141km NNW of Unalakleet, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-15T07:55:32.689Z,-21.6876,-70.5622,40.27,4.4,mb,,135,1.171,1.05,us,us70003lem,2019-05-15T10:35:01.040Z,"58km NW of Tocopilla, Chile",earthquake,6.6,3,0.081,44,reviewed,us,us
2019-05-15T06:51:15.983Z,36.8664,-97.4491,0.426,2.8,ml,,109,0.148,0.31,us,us70003ldp,2019-05-15T07:12:17.040Z,"16km WNW of Blackwell, Oklahoma",earthquake,1,1.7,,24,reviewed,ok,ok
2019-05-15T06:36:09.550Z,18.9393,-66.4321,27,2.78,md,13,269,0.4723,0.25,pr,pr2019135003,2019-05-15T09:23:39.724Z,"53km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.1,5.72,0.06,10,reviewed,pr,pr
2019-05-15T05:24:32.952Z,29.7257,130.6783,35,5.4,mb,,37,3.393,1.55,us,us70003ld5,2019-05-16T13:55:40.675Z,"115km SSW of Nishinoomote, Japan",earthquake,6.7,1.9,0.026,510,reviewed,us,us
